benchmark,implementation,threads,time,parallelizable_loops,parallelized_loops,parallel_ir,omp_calls_out,fusion_applied_pairs,fusion_candidates,fusion_attempts,fusion_succeeded,fused_ir,br_i1_in,br_i1_out
fuse09_2d_rows,Fusion,8,0.003795,1,0,0,0,1,1,1,1,1,2,1
fuse09_2d_rows,Fusion+Shared,2,0.006041,1,0,0,0,1,1,1,1,1,2,1
fuse09_2d_rows,Fusion+Shared,4,0.003775,1,0,0,0,1,1,1,1,1,2,1
fuse09_2d_rows,Fusion+Shared,8,0.003792,1,0,0,0,1,1,1,1,1,2,1
fuse11_affine_float,NoPass,1,0.009913,0,0,0,0,0,0,0,0,0,0,0
fuse11_affine_float,OriginalPass,2,0.009403,2,0,0,0,0,0,0,0,0,2,2
fuse11_affine_float,OriginalPass,4,0.006615,2,0,0,0,0,0,0,0,0,2,2
fuse11_affine_float,OriginalPass,8,0.006524,2,0,0,0,0,0,0,0,0,2,2
fuse11_affine_float,Fusion,2,0.006629,1,0,0,0,1,1,1,1,1,2,1
fuse11_affine_float,Fusion,4,0.004039,1,0,0,0,1,1,1,1,1,2,1
fuse11_affine_float,Fusion,8,0.004014,1,0,0,0,1,1,1,1,1,2,1
fuse11_affine_float,Fusion+Shared,2,0.006141,1,0,0,0,1,1,1,1,1,2,1
fuse11_affine_float,Fusion+Shared,4,0.004024,1,0,0,0,1,1,1,1,1,2,1
fuse11_affine_float,Fusion+Shared,8,0.004017,1,0,0,0,1,1,1,1,1,2,1
fuse12_affine_double,NoPass,1,0.009449,0,0,0,0,0,0,0,0,0,0,0
fuse12_affine_double,OriginalPass,2,0.009382,2,0,0,0,0,0,0,0,0,2,2
fuse12_affine_double,OriginalPass,4,0.006546,2,0,0,0,0,0,0,0,0,2,2
fuse12_affine_double,OriginalPass,8,0.006536,2,0,0,0,0,0,0,0,0,2,2
fuse12_affine_double,Fusion,2,0.015138,1,0,0,0,1,1,1,1,1,2,1
fuse12_affine_double,Fusion,4,0.009029,1,0,0,0,1,1,1,1,1,2,1
fuse12_affine_double,Fusion,8,0.013779,1,0,0,0,1,1,1,1,1,2,1
fuse12_affine_double,Fusion+Shared,2,0.013664,1,0,0,0,1,1,1,1,1,2,1
fuse12_affine_double,Fusion+Shared,4,0.013088,1,0,0,0,1,1,1,1,1,2,1
fuse12_affine_double,Fusion+Shared,8,0.012679,1,0,0,0,1,1,1,1,1,2,1
fuse13_two_out_one_in,NoPass,1,N/A
N/A,0,0,0,0,0,0,0,0,0,0,0
fuse13_two_out_one_in,OriginalPass,2,N/A
N/A,2,0,0,0,0,0,0,0,0,2,2
fuse13_two_out_one_in,OriginalPass,4,N/A
N/A,2,0,0,0,0,0,0,0,0,2,2
fuse13_two_out_one_in,OriginalPass,8,N/A
N/A,2,0,0,0,0,0,0,0,0,2,2
fuse13_two_out_one_in,Fusion,2,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse13_two_out_one_in,Fusion,4,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse13_two_out_one_in,Fusion,8,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse13_two_out_one_in,Fusion+Shared,2,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse13_two_out_one_in,Fusion+Shared,4,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse13_two_out_one_in,Fusion+Shared,8,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse14_int32_affine,NoPass,1,0.009573,0,0,0,0,0,0,0,0,0,0,0
fuse14_int32_affine,OriginalPass,2,0.009551,2,0,0,0,0,0,0,0,0,2,2
fuse14_int32_affine,OriginalPass,4,0.006533,2,0,0,0,0,0,0,0,0,2,2
fuse14_int32_affine,OriginalPass,8,0.006544,2,0,0,0,0,0,0,0,0,2,2
fuse14_int32_affine,Fusion,2,0.007700,1,0,0,0,1,1,1,1,1,2,1
fuse14_int32_affine,Fusion,4,0.004994,1,0,0,0,1,1,1,1,1,2,1
fuse14_int32_affine,Fusion,8,0.005040,1,0,0,0,1,1,1,1,1,2,1
fuse14_int32_affine,Fusion+Shared,2,0.007609,1,0,0,0,1,1,1,1,1,2,1
fuse14_int32_affine,Fusion+Shared,4,0.005047,1,0,0,0,1,1,1,1,1,2,1
fuse14_int32_affine,Fusion+Shared,8,0.005086,1,0,0,0,1,1,1,1,1,2,1
fuse15_uint16_mix,NoPass,1,0.016765,0,0,0,0,0,0,0,0,0,0,0
fuse15_uint16_mix,OriginalPass,2,0.016266,2,0,0,0,0,0,0,0,0,2,2
fuse15_uint16_mix,OriginalPass,4,0.012892,2,0,0,0,0,0,0,0,0,2,2
fuse15_uint16_mix,OriginalPass,8,0.012943,2,0,0,0,0,0,0,0,0,2,2
fuse15_uint16_mix,Fusion,2,0.012202,1,0,0,0,1,1,1,1,1,2,1
fuse15_uint16_mix,Fusion,4,0.008646,1,0,0,0,1,1,1,1,1,2,1
fuse15_uint16_mix,Fusion,8,0.008663,1,0,0,0,1,1,1,1,1,2,1
fuse15_uint16_mix,Fusion+Shared,2,0.012173,1,0,0,0,1,1,1,1,1,2,1
fuse15_uint16_mix,Fusion+Shared,4,0.008667,1,0,0,0,1,1,1,1,1,2,1
fuse15_uint16_mix,Fusion+Shared,8,0.008684,1,0,0,0,1,1,1,1,1,2,1
fuse16_struct_store,NoPass,1,0.012352,0,0,0,0,0,0,0,0,0,0,0
fuse16_struct_store,OriginalPass,2,0.011512,2,0,0,0,0,0,0,0,0,2,2
fuse16_struct_store,OriginalPass,4,0.008169,2,0,0,0,0,0,0,0,0,2,2
fuse16_struct_store,OriginalPass,8,0.008193,2,0,0,0,0,0,0,0,0,2,2
fuse16_struct_store,Fusion,2,0.010976,1,0,0,0,1,1,1,1,1,2,1
fuse16_struct_store,Fusion,4,0.007702,1,0,0,0,1,1,1,1,1,2,1
fuse16_struct_store,Fusion,8,0.007820,1,0,0,0,1,1,1,1,1,2,1
fuse16_struct_store,Fusion+Shared,2,0.010869,1,0,0,0,1,1,1,1,1,2,1
fuse16_struct_store,Fusion+Shared,4,0.007752,1,0,0,0,1,1,1,1,1,2,1
fuse16_struct_store,Fusion+Shared,8,0.007697,1,0,0,0,1,1,1,1,1,2,1
fuse17_flat_2d,NoPass,1,0.000303,0,0,0,0,0,0,0,0,0,0,0
fuse17_flat_2d,OriginalPass,2,0.000292,2,0,0,0,0,0,0,0,0,2,2
fuse17_flat_2d,OriginalPass,4,0.000167,2,0,0,0,0,0,0,0,0,2,2
fuse17_flat_2d,OriginalPass,8,0.000162,2,0,0,0,0,0,0,0,0,2,2
fuse17_flat_2d,Fusion,2,0.000154,1,0,0,0,1,1,1,1,1,2,1
fuse17_flat_2d,Fusion,4,0.000084,1,0,0,0,1,1,1,1,1,2,1
fuse17_flat_2d,Fusion,8,0.000083,1,0,0,0,1,1,1,1,1,2,1
fuse17_flat_2d,Fusion+Shared,2,0.000140,1,0,0,0,1,1,1,1,1,2,1
fuse17_flat_2d,Fusion+Shared,4,0.000083,1,0,0,0,1,1,1,1,1,2,1
fuse17_flat_2d,Fusion+Shared,8,0.000083,1,0,0,0,1,1,1,1,1,2,1
fuse18_uint32_bitops,NoPass,1,0.013605,0,0,0,0,0,0,0,0,0,0,0
fuse18_uint32_bitops,OriginalPass,2,0.014015,2,0,0,0,0,0,0,0,0,2,2
fuse18_uint32_bitops,OriginalPass,4,0.010217,2,0,0,0,0,0,0,0,0,2,2
fuse18_uint32_bitops,OriginalPass,8,0.010160,2,0,0,0,0,0,0,0,0,2,2
fuse18_uint32_bitops,Fusion,2,0.009620,1,0,0,0,1,1,1,1,1,2,1
fuse18_uint32_bitops,Fusion,4,0.006618,1,0,0,0,1,1,1,1,1,2,1
fuse18_uint32_bitops,Fusion,8,0.006633,1,0,0,0,1,1,1,1,1,2,1
fuse18_uint32_bitops,Fusion+Shared,2,0.009633,1,0,0,0,1,1,1,1,1,2,1
fuse18_uint32_bitops,Fusion+Shared,4,0.006632,1,0,0,0,1,1,1,1,1,2,1
fuse18_uint32_bitops,Fusion+Shared,8,0.006636,1,0,0,0,1,1,1,1,1,2,1
fuse19_stride3,NoPass,1,0.009646,0,0,0,0,0,0,0,0,0,0,0
fuse19_stride3,OriginalPass,2,0.009553,2,0,0,0,0,0,0,0,0,2,2
fuse19_stride3,OriginalPass,4,0.006617,2,0,0,0,0,0,0,0,0,2,2
fuse19_stride3,OriginalPass,8,0.006573,2,0,0,0,0,0,0,0,0,2,2
fuse19_stride3,Fusion,2,0.007541,1,0,0,0,1,1,1,1,1,2,1
fuse19_stride3,Fusion,4,0.005201,1,0,0,0,1,1,1,1,1,2,1
fuse19_stride3,Fusion,8,0.005159,1,0,0,0,1,1,1,1,1,2,1
fuse19_stride3,Fusion+Shared,2,0.007584,1,0,0,0,1,1,1,1,1,2,1
fuse19_stride3,Fusion+Shared,4,0.005173,1,0,0,0,1,1,1,1,1,2,1
fuse19_stride3,Fusion+Shared,8,0.005152,1,0,0,0,1,1,1,1,1,2,1
fuse20_two_out_two_in,NoPass,1,N/A
N/A,0,0,0,0,0,0,0,0,0,0,0
fuse20_two_out_two_in,OriginalPass,2,N/A
N/A,2,0,0,0,0,0,0,0,0,2,2
fuse20_two_out_two_in,OriginalPass,4,N/A
N/A,2,0,0,0,0,0,0,0,0,2,2
fuse20_two_out_two_in,OriginalPass,8,N/A
N/A,2,0,0,0,0,0,0,0,0,2,2
fuse20_two_out_two_in,Fusion,2,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse20_two_out_two_in,Fusion,4,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse20_two_out_two_in,Fusion,8,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse20_two_out_two_in,Fusion+Shared,2,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse20_two_out_two_in,Fusion+Shared,4,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse20_two_out_two_in,Fusion+Shared,8,N/A
N/A,1,0,0,0,1,1,1,1,1,2,1
fuse21_int_math_float_out,NoPass,1,0.006821,0,0,0,0,0,0,0,0,0,0,0
fuse21_int_math_float_out,OriginalPass,2,0.009468,2,0,0,0,0,0,0,0,0,2,2
fuse21_int_math_float_out,OriginalPass,4,0.006587,2,0,0,0,0,0,0,0,0,2,2
fuse21_int_math_float_out,OriginalPass,8,0.006525,2,0,0,0,0,0,0,0,0,2,2
fuse21_int_math_float_out,Fusion,2,0.008602,1,0,0,0,1,1,1,1,1,2,1
fuse21_int_math_float_out,Fusion,4,0.005481,1,0,0,0,1,1,1,1,1,2,1
fuse21_int_math_float_out,Fusion,8,0.005443,1,0,0,0,1,1,1,1,1,2,1
fuse21_int_math_float_out,Fusion+Shared,2,0.008105,1,0,0,0,1,1,1,1,1,2,1
fuse21_int_math_float_out,Fusion+Shared,4,0.005479,1,0,0,0,1,1,1,1,1,2,1
fuse21_int_math_float_out,Fusion+Shared,8,0.005435,1,0,0,0,1,1,1,1,1,2,1
fuse22_small_values,NoPass,1,0.014972,0,0,0,0,0,0,0,0,0,0,0
fuse22_small_values,OriginalPass,2,0.014343,2,0,0,0,0,0,0,0,0,2,2
fuse22_small_values,OriginalPass,4,0.010818,2,0,0,0,0,0,0,0,0,2,2
fuse22_small_values,OriginalPass,8,0.010872,2,0,0,0,0,0,0,0,0,2,2
fuse22_small_values,Fusion,2,0.010135,1,0,0,0,1,1,1,1,1,2,1
fuse22_small_values,Fusion,4,0.007177,1,0,0,0,1,1,1,1,1,2,1
fuse22_small_values,Fusion,8,0.007070,1,0,0,0,1,1,1,1,1,2,1
fuse22_small_values,Fusion+Shared,2,0.010475,1,0,0,0,1,1,1,1,1,2,1
fuse22_small_values,Fusion+Shared,4,0.007114,1,0,0,0,1,1,1,1,1,2,1
fuse22_small_values,Fusion+Shared,8,0.007092,1,0,0,0,1,1,1,1,1,2,1
fuse23_mixed_outputs,NoPass,1,0.009858,0,0,0,0,0,0,0,0,0,0,0
fuse23_mixed_outputs,OriginalPass,2,0.009657,2,0,0,0,0,0,0,0,0,2,2
fuse23_mixed_outputs,OriginalPass,4,0.006536,2,0,0,0,0,0,0,0,0,2,2
fuse23_mixed_outputs,OriginalPass,8,0.006654,2,0,0,0,0,0,0,0,0,2,2
fuse23_mixed_outputs,Fusion,2,0.005846,1,0,0,0,1,1,1,1,1,2,1
fuse23_mixed_outputs,Fusion,4,0.003835,1,0,0,0,1,1,1,1,1,2,1
fuse23_mixed_outputs,Fusion,8,0.003796,1,0,0,0,1,1,1,1,1,2,1
fuse23_mixed_outputs,Fusion+Shared,2,0.006052,1,0,0,0,1,1,1,1,1,2,1
fuse23_mixed_outputs,Fusion+Shared,4,0.003815,1,0,0,0,1,1,1,1,1,2,1
fuse23_mixed_outputs,Fusion+Shared,8,0.003834,1,0,0,0,1,1,1,1,1,2,1
